Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Bilheteria,Bilheteria_por_minuto,Ano_Lancamento
265,tt0082971,2014-08-30,2014-08-30,WATCHED. $389.9,Os Caçadores da Arca Perdida,Raiders of the Lost Ark,https://www.imdb.com/title/tt0082971/,Filme,8.4,115,1981,"Ação, Aventura",1106056,1981-12-25,Steven Spielberg,389.9,3.3904347826086956,1981.0
266,tt1628841,2016-08-03,2016-10-08,WILL WATCH. $386.6,Independence Day: O Ressurgimento,Independence Day: Resurgence,https://www.imdb.com/title/tt1628841/,Filme,5.2,120,2016,"Ação, Aventura, Ficção científica",198925,2016-06-23,Roland Emmerich,386.6,3.2216666666666667,2016.0
267,tt2224026,2015-05-11,2015-10-18,HAVEN'T WATCHED. $386.0,Cada Um na Sua Casa,Home,https://www.imdb.com/title/tt2224026/,Filme,6.5,94,2015,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Ficção científica",120673,2015-04-09,Tim Johnson,386.0,4.1063829787234045,2015.0
268,tt0796366,2014-08-30,2014-08-30,WATCHED. $385.7,Star Trek,Star Trek,https://www.imdb.com/title/tt0796366/,Filme,7.9,127,2009,"Ação, Aventura, Ficção científica",637167,2009-05-08,J.J. Abrams,385.7,3.037007874015748,2009.0
269,tt3781476,2016-01-07,2016-04-05,DIDN'T WATCH. $385.3,Upa - Meu Monstro Favorito,Zhuo yao ji,https://www.imdb.com/title/tt3781476/,Filme,6.1,117,2015,"Ação, Aventura, Comédia, Fantasia",6058,2015-07-16,Raman Hui,385.3,3.2931623931623935,2015.0
270,tt0366548,2014-08-30,2014-08-30,WILL WATCH. $384.3,Happy Feet: O Pinguim,Happy Feet,https://www.imdb.com/title/tt0366548/,Filme,6.4,108,2006,"Animação, Aventura, Comédia, Família, Musical, Musical, Romance",212981,2006-11-24,"George Miller, Warren Coleman, Judy Morris",384.3,3.5583333333333336,2006.0
271,tt0337978,2014-08-30,2014-08-30,DIDN'T WATCH YET. $383.5,Duro de Matar 4.0,Live Free or Die Hard,https://www.imdb.com/title/tt0337978/,Filme,7.1,128,2007,"Ação, Suspense",435101,2007-08-03,Len Wiseman,383.5,2.99609375,2007.0
272,tt0268380,2014-08-30,2014-08-30,WATCHED. $383.3,A Era do Gelo,Ice Age,https://www.imdb.com/title/tt0268380/,Filme,7.5,81,2002,"Animação, Aventura, Comédia, Família",561782,2002-03-22,"Chris Wedge, Carlos Saldanha",383.3,4.732098765432099,2002.0
273,tt3606752,2017-10-13,2017-11-08,WILL WATCH. $382.2,Carros 3,Cars 3,https://www.imdb.com/title/tt3606752/,Filme,6.7,102,2017,"Animação, Aventura, Comédia, Família, Esportes",149063,2017-07-13,Brian Fee,382.2,3.7470588235294118,2017.0
274,tt0892782,2014-10-05,2014-10-05,WILL WATCH. $381.5,Monstros vs. Alienígenas,Monsters vs Aliens,https://www.imdb.com/title/tt0892782/,Filme,6.4,94,2009,"Animação, Ação, Aventura, Comédia, Família, Fantasia, Ficção científica",187909,2009-04-03,"Rob Letterman, Conrad Vernon",381.5,4.058510638297872,2009.0
275,tt0088763,2014-10-05,2014-10-05,WATCHED. $381.1,De Volta para o Futuro,Back to the Future,https://www.imdb.com/title/tt0088763/,Filme,8.5,116,1985,"Aventura, Comédia, Ficção científica",1443272,1985-12-25,Robert Zemeckis,381.1,3.285344827586207,1985.0
276,tt4465564,2017-03-11,2017-10-25,WATCHED. $381.0,Cinquenta Tons Mais Escuros,Fifty Shades Darker,https://www.imdb.com/title/tt4465564/,Filme,4.6,118,2017,"Drama, Mistério, Romance, Suspense",120878,2017-02-09,James Foley,381.0,3.2288135593220337,2017.0
277,tt0120685,2014-10-05,2014-10-05,WATCHED. $379.0,Godzilla,Godzilla,https://www.imdb.com/title/tt0120685/,Filme,5.5,139,1998,"Ação, Ficção científica, Suspense",212579,1998-07-17,Roland Emmerich,379.0,2.726618705035971,1998.0
278,tt0111503,2014-10-05,2014-10-05,WON'T WATCH. $378.9,True Lies,True Lies,https://www.imdb.com/title/tt0111503/,Filme,7.3,141,1994,"Ação, Comédia, Suspense",300540,1994-09-02,James Cameron,378.9,2.6872340425531913,1994.0
279,tt1392190,2015-06-19,2017-03-30,WATCHED. $378.9,Mad Max: Estrada da Fúria,Mad Max: Fury Road,https://www.imdb.com/title/tt1392190/,Filme,8.1,120,2015,"Ação, Aventura, Ficção científica",1201036,2015-05-14,George Miller,378.9,3.1574999999999998,2015.0
280,tt1010048,2014-10-05,2014-10-05,WATCHED. $377.9,Quem Quer Ser um Milionário?,Slumdog Millionaire,https://www.imdb.com/title/tt1010048/,Filme,8.0,120,2008,"Policial, Drama, Romance",908143,2009-03-06,"Danny Boyle, Loveleen Tandan",377.9,3.1491666666666664,2009.0
281,tt1397280,2014-10-05,2014-10-05,WILL WATCH. $376.1,Busca Implacável 2,Taken 2,https://www.imdb.com/title/tt1397280/,Filme,6.2,92,2012,"Ação, Policial, Suspense",336145,2012-10-05,Olivier Megaton,376.1,4.08804347826087,2012.0
282,tt1583421,2014-10-05,2014-10-05,PROBABLY WON'T WATCH. $375.7,G.I. Joe: Retaliação,G.I. Joe: Retaliation,https://www.imdb.com/title/tt1583421/,Filme,5.7,110,2013,"Ação, Aventura, Ficção científica, Suspense",192717,2013-03-29,Jon M. Chu,375.7,3.4154545454545455,2013.0
283,tt0372784,2014-10-05,2014-10-05,WATCHED. $374.2,Batman Begins,Batman Begins,https://www.imdb.com/title/tt0372784/,Filme,8.2,140,2005,"Ação, Policial, Drama, Suspense",1704160,2005-06-17,Christopher Nolan,374.2,2.6728571428571426,2005.0
284,tt0207201,2014-10-05,2014-10-05,WATCHED. $374.1,Do Que as Mulheres Gostam,What Women Want,https://www.imdb.com/title/tt0207201/,Filme,6.5,127,2000,"Comédia, Fantasia, Romance",238638,2001-03-09,Nancy Meyers,374.1,2.9456692913385827,2001.0
285,tt0983193,2014-10-05,2014-10-05,WATCHED. $374.0,As Aventuras de Tintim,The Adventures of Tintin,https://www.imdb.com/title/tt0983193/,Filme,7.3,107,2011,"Animação, Ação, Aventura, Família, Mistério",254034,2012-01-20,Steven Spielberg,374.0,3.4953271028037385,2012.0
286,tt0114709,2014-10-05,2017-03-01,WATCHED. $373.6,Toy Story,Toy Story,https://www.imdb.com/title/tt0114709/,Filme,8.3,81,1995,"Animação, Aventura, Comédia, Família, Fantasia",1167060,1996-01-12,John Lasseter,373.6,4.612345679012346,1996.0
287,tt0458525,2014-10-05,2014-10-05,WATCHED. $373.1,X-Men Origens: Wolverine,X-Men Origins: Wolverine,https://www.imdb.com/title/tt0458525/,Filme,6.5,107,2009,"Ação, Ficção científica",566060,2009-04-30,Gavin Hood,373.1,3.4869158878504676,2009.0
288,tt1911658,2015-02-01,2016-03-17,DIDN'T WATCH. $373.0,Os Pinguins de Madagascar,Penguins of Madagascar,https://www.imdb.com/title/tt1911658/,Filme,6.6,92,2014,"Animação, Ação, Aventura, Comédia, Policial, Família, Ficção científica",114677,2015-01-15,"Eric Darnell, Simon J. Smith",373.0,4.054347826086956,2015.0
289,tt0385752,2014-10-05,2014-10-05,WATCHED. $372.2,A Bússola de Ouro,The Golden Compass,https://www.imdb.com/title/tt0385752/,Filme,6.1,113,2007,"Aventura, Família, Fantasia",203353,2007-12-25,Chris Weitz,372.2,3.293805309734513,2007.0
290,tt0438488,2014-10-05,2014-10-05,WILL WATCH. $371.4,O Exterminador do Futuro: A Salvação,Terminator Salvation,https://www.imdb.com/title/tt0438488/,Filme,6.5,115,2009,"Ação, Aventura, Ficção científica",391851,2009-06-05,McG,371.4,3.229565217391304,2009.0
291,tt0458339,2014-10-05,2014-10-05,WATCHED. $370.6,Capitão América: O Primeiro Vingador,Captain America: The First Avenger,https://www.imdb.com/title/tt0458339/,Filme,6.9,124,2011,"Ação, Aventura, Ficção científica",961943,2011-07-29,Joe Johnston,370.6,2.988709677419355,2011.0
292,tt1631867,2014-10-05,2016-03-17,WATCHED. $370.5,No Limite do Amanhã,Edge of Tomorrow,https://www.imdb.com/title/tt1631867/,Filme,7.9,113,2014,"Ação, Aventura, Ficção científica",800416,2014-05-29,Doug Liman,370.5,3.2787610619469025,2014.0
293,tt0129387,2014-10-05,2014-10-05,WATCHED. $369.9,Quem Vai Ficar com Mary?,There's Something About Mary,https://www.imdb.com/title/tt0129387/,Filme,7.1,119,1998,"Comédia, Romance",347257,1998-09-18,"Bobby Farrelly, Peter Farrelly",369.9,3.1084033613445374,1998.0
294,tt2267998,2014-11-22,2016-03-17,WATCHED. $369.3,Garota Exemplar,Gone Girl,https://www.imdb.com/title/tt2267998/,Filme,8.1,149,2014,"Drama, Mistério, Suspense",1162035,2014-10-02,David Fincher,369.3,2.478523489932886,2014.0
295,tt0106977,2014-10-05,2014-10-05,WILL WATCH. $368.9,O Fugitivo,The Fugitive,https://www.imdb.com/title/tt0106977/,Filme,7.8,130,1993,"Ação, Policial, Drama, Mistério, Suspense",344736,1993-09-10,Andrew Davis,368.9,2.8376923076923077,1993.0
296,tt0163025,2014-10-05,2014-10-05,WATCHED. $368.8,Jurassic Park III,Jurassic Park III,https://www.imdb.com/title/tt0163025/,Filme,6.0,92,2001,"Ação, Aventura, Ficção científica, Suspense",368623,2001-07-20,Joe Johnston,368.8,4.008695652173913,2001.0
297,tt0259446,2014-10-05,2014-10-05,WATCHED. $368.7,Casamento Grego,My Big Fat Greek Wedding,https://www.imdb.com/title/tt0259446/,Filme,6.6,95,2002,"Comédia, Drama, Romance",150907,2002-11-08,Joel Zwick,368.7,3.8810526315789473,2002.0
298,tt0386588,2014-10-05,2014-10-05,WATCHED. $368.1,"Hitch, Conselheiro Amoroso",Hitch,https://www.imdb.com/title/tt0386588/,Filme,6.6,118,2005,"Comédia, Romance",348331,2005-02-18,Andy Tennant,368.1,3.119491525423729,2005.0
299,tt0307453,2014-10-05,2014-10-05,WATCHED. $367.3,O Espanta Tubarões,Shark Tale,https://www.imdb.com/title/tt0307453/,Filme,6.0,90,2004,"Animação, Aventura, Comédia, Família, Suspense",211952,2004-10-08,"Bibo Bergeron, Vicky Jenson, Rob Letterman",367.3,4.081111111111111,2004.0
300,tt0112864,2014-10-05,2014-10-05,WILL WATCH. $366.1,Duro de Matar 3: A Vingança,Die Hard with a Vengeance,https://www.imdb.com/title/tt0112864/,Filme,7.6,128,1995,"Ação, Aventura, Suspense",429571,1995-06-02,John McTiernan,366.1,2.86015625,1995.0
301,tt0125439,2014-10-05,2014-10-05,WATCHED. $363.9,Um Lugar Chamado Notting Hill,Notting Hill,https://www.imdb.com/title/tt0125439/,Filme,7.2,124,1999,"Comédia, Drama, Romance",382110,1999-07-30,Roger Michell,363.9,2.9346774193548386,1999.0
302,tt0120623,2014-10-05,2014-10-05,WATCHED. $363.4,Vida de Inseto,A Bug's Life,https://www.imdb.com/title/tt0120623/,Filme,7.2,95,1998,"Animação, Aventura, Comédia, Família",336445,1998-12-18,"John Lasseter, Andrew Stanton",363.4,3.8252631578947365,1998.0
303,tt2692250,2015-02-09,2016-03-17,WILL WATCH. $363.2,Uma Noite no Museu 3: O Segredo da Tumba,Night at the Museum: Secret of the Tomb,https://www.imdb.com/title/tt2692250/,Filme,6.2,98,2014,"Aventura, Comédia, Família, Fantasia",148692,2015-01-01,Shawn Levy,363.2,3.706122448979592,2015.0
304,tt1013752,2014-10-05,2014-10-05,WATCHED. $363.2,Velozes & Furiosos 4,Fast & Furious,https://www.imdb.com/title/tt1013752/,Filme,6.5,107,2009,"Ação, Suspense",334039,2009-04-03,Justin Lin,363.2,3.394392523364486,2009.0
305,tt0349903,2014-10-05,2014-10-05,WATCHED. $362.7,Doze Homens e Outro Segredo,Ocean's Twelve,https://www.imdb.com/title/tt0349903/,Filme,6.5,125,2004,"Policial, Suspense",437051,2004-12-24,Steven Soderbergh,362.7,2.9015999999999997,2004.0
306,tt1959490,2014-10-05,2015-01-06,WILL WATCH. $362.6,Noé,Noah,https://www.imdb.com/title/tt1959490/,Filme,5.8,138,2014,"Ação, Aventura, Drama",276075,2014-04-03,Darren Aronofsky,362.6,2.6275362318840583,2014.0
307,tt0133152,2014-10-05,2014-10-05,WATCHED. $362.2,Planeta dos Macacos,Planet of the Apes,https://www.imdb.com/title/tt0133152/,Filme,5.7,120,2001,"Ação, Aventura, Ficção científica, Suspense",241369,2001-08-03,Tim Burton,362.2,3.018333333333333,2001.0
308,tt1951261,2014-10-05,2014-10-05,WILL WATCH. $362.0,"Se Beber, Não Case! Parte III",The Hangover Part III,https://www.imdb.com/title/tt1951261/,Filme,5.9,100,2013,"Comédia, Policial",361159,2013-05-31,Todd Phillips,362.0,3.62,2013.0
309,tt0143145,2014-10-05,2014-10-05,WILL WATCH. $361.8,007 - O Mundo Não é o Bastante,The World Is Not Enough,https://www.imdb.com/title/tt0143145/,Filme,6.4,128,1999,"Ação, Aventura, Suspense",219732,1999-12-24,Michael Apted,361.8,2.8265625,1999.0
310,tt0952640,2014-10-05,2014-10-05,WON'T WATCH. $361.3,Alvin e os Esquilos,Alvin and the Chipmunks,https://www.imdb.com/title/tt0952640/,Filme,5.3,92,2007,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Musical",104607,2008-01-04,Tim Hill,361.3,3.9271739130434784,2008.0
311,tt1155076,2014-10-05,2014-10-05,WON'T WATCH. $359.1,Karate Kid,The Karate Kid,https://www.imdb.com/title/tt1155076/,Filme,6.3,140,2010,"Ação, Drama, Família, Esportes",225797,2010-08-27,Harald Zwart,359.1,2.565,2010.0
312,tt0104431,2014-10-05,2014-10-05,WATCHED. $359.0,Esqueceram de Mim 2: Perdido em Nova York,Home Alone 2: Lost in New York,https://www.imdb.com/title/tt0104431/,Filme,6.9,120,1992,"Aventura, Comédia, Policial, Família",453637,1992-12-18,Chris Columbus,359.0,2.9916666666666667,1992.0
313,tt0837562,2014-10-05,2014-10-05,WATCHED. $358.4,Hotel Transilvânia,Hotel Transylvania,https://www.imdb.com/title/tt0837562/,Filme,7.0,91,2012,"Animação, Comédia, Família, Fantasia, Terror, Suspense",311651,2012-10-05,Genndy Tartakovsky,358.4,3.9384615384615382,2012.0
314,tt0181689,2014-10-05,2014-10-05,WATCHED. $358.4,Minority Report: A Nova Lei,Minority Report,https://www.imdb.com/title/tt0181689/,Filme,7.6,145,2002,"Ação, Policial, Mistério, Ficção científica, Suspense",618902,2002-08-02,Steven Spielberg,358.4,2.471724137931034,2002.0
315,tt0092099,2014-10-05,2014-10-05,WILL WATCH. $356.8,Top Gun: Ases Indomáveis,Top Gun,https://www.imdb.com/title/tt0092099/,Filme,7.0,110,1986,"Ação, Drama",548043,1986-07-10,Tony Scott,356.8,3.2436363636363637,1986.0
316,tt0169547,2014-10-05,2014-10-05,WATCHED. $356.3,Beleza Americana,American Beauty,https://www.imdb.com/title/tt0169547/,Filme,8.3,122,1999,Drama,1275985,2000-02-25,Sam Mendes,356.3,2.9204918032786886,2000.0
317,tt0918940,2016-08-26,2016-10-08,will watch. $356.1,A Lenda de Tarzan,The Legend of Tarzan,https://www.imdb.com/title/tt0918940/,Filme,6.2,110,2016,"Ação, Aventura, Drama, Fantasia, Romance",197357,2016-07-21,David Yates,356.1,3.2372727272727273,2016.0
318,tt5311514,2017-01-30,2017-09-13,WATCHED. $355.3,Your Name,Kimi no na wa.,https://www.imdb.com/title/tt5311514/,Filme,8.4,106,2016,"Animação, Drama, Fantasia, Romance",387561,2017-10-11,Makoto Shinkai,355.3,3.3518867924528304,2017.0
319,tt0112384,2014-10-05,2014-10-05,WILL WATCH. $355.2,Apollo 13: Do Desastre ao Triunfo,Apollo 13,https://www.imdb.com/title/tt0112384/,Filme,7.7,140,1995,"Aventura, Drama, História",335029,1995-09-14,Ron Howard,355.2,2.537142857142857,1995.0
320,tt0095953,2014-10-13,2014-10-13,WILL PROBABLY WATCH IN THE FUTURE. $354.8,Rain Man,Rain Man,https://www.imdb.com/title/tt0095953/,Filme,8.0,133,1988,Drama,582663,1989-03-23,Barry Levinson,354.8,2.6676691729323307,1989.0
321,tt1270798,2014-10-13,2014-10-13,WATCHED. $353.6,X-Men: Primeira Classe,X: First Class,https://www.imdb.com/title/tt1270798/,Filme,7.7,131,2011,"Ação, Ficção científica",761825,2011-06-03,Matthew Vaughn,353.6,2.699236641221374,2011.0
322,tt0103772,2014-10-13,2014-10-13,WON'T WATCH. $352.9,Instinto Selvagem,Basic Instinct,https://www.imdb.com/title/tt0103772/,Filme,7.1,127,1992,"Drama, Mistério, Romance, Suspense",241970,1992-06-12,Paul Verhoeven,352.9,2.778740157480315,1992.0
323,tt0113189,2014-10-13,2014-10-13,WILL WATCH. $352.2,007 Contra GoldenEye,GoldenEye,https://www.imdb.com/title/tt0113189/,Filme,7.2,130,1995,"Ação, Aventura, Suspense",284974,1995-12-15,Martin Campbell,352.2,2.709230769230769,1995.0
324,tt0264464,2014-10-13,2014-10-13,WATCHED. $352.1,Prenda-Me Se for Capaz,Catch Me If You Can,https://www.imdb.com/title/tt0264464/,Filme,8.1,141,2002,"Biografia, Policial, Drama",1226202,2003-02-21,Steven Spielberg,352.1,2.497163120567376,2003.0
325,tt1670345,2014-10-13,2014-10-13,WATCHED. $351.7,Truque de Mestre,Now You See Me,https://www.imdb.com/title/tt1670345/,Filme,7.2,115,2013,"Policial, Mistério, Suspense",766943,2013-07-05,Louis Leterrier,351.7,3.0582608695652174,2013.0
326,tt0212985,2014-10-13,2014-10-13,WON'T WATCH. $351.7,Hannibal,Hannibal,https://www.imdb.com/title/tt0212985/,Filme,6.8,131,2001,"Policial, Drama, Suspense",312646,2001-02-23,Ridley Scott,351.7,2.684732824427481,2001.0
327,tt0110475,2014-10-13,2014-10-13,WATCHED. $351.6,O Máskara,The Mask,https://www.imdb.com/title/tt0110475/,Filme,7.0,101,1994,"Comédia, Policial, Fantasia",467358,1994-12-23,Chuck Russell,351.6,3.4811881188118816,1994.0
328,tt1343092,2014-10-13,2014-10-13,WILL WATCH. $351.0,O Grande Gatsby,The Great Gatsby,https://www.imdb.com/title/tt1343092/,Filme,7.2,143,2013,"Drama, Romance",639951,2013-06-07,Baz Luhrmann,351.0,2.4545454545454546,2013.0
329,tt0111257,2014-10-13,2014-10-13,WATCHED. $350.4,Velocidade Máxima,Speed,https://www.imdb.com/title/tt0111257/,Filme,7.3,116,1994,"Ação, Aventura, Suspense",421338,1994-08-12,Jan de Bont,350.4,3.0206896551724136,1994.0
330,tt0130623,2014-10-13,2014-10-13,WATCHED. $349.8,Dinossauro,Dinosaur,https://www.imdb.com/title/tt0130623/,Filme,6.4,82,2000,"Animação, Aventura, Drama, Família, Fantasia",72568,2000-06-30,"Eric Leighton, Ralph Zondag",349.8,4.265853658536585,2000.0
331,tt0120647,2014-10-13,2014-10-13,WILL WATCH. $349.5,Impacto Profundo,Deep Impact,https://www.imdb.com/title/tt0120647/,Filme,6.3,120,1998,"Ação, Drama, Ficção científica, Suspense",204514,1998-05-22,Mimi Leder,349.5,2.9125,1998.0
332,tt1482459,2014-10-13,2014-10-13,WATCHED. $348.8,"O Lorax, em Busca da Trúfula Perdida",The Lorax,https://www.imdb.com/title/tt1482459/,Filme,6.4,86,2012,"Animação, Aventura, Comédia, Drama, Família, Fantasia, Musical",143088,2012-03-30,"Chris Renaud, Kyle Balda",348.8,4.055813953488372,2012.0
333,tt1790864,2016-03-17,2016-03-17,WATCHED. $348.3,Maze Runner: Correr ou Morrer,The Maze Runner,https://www.imdb.com/title/tt1790864/,Filme,6.8,113,2014,"Ação, Mistério, Ficção científica, Suspense",558909,2014-09-18,Wes Ball,348.3,3.0823008849557523,2014.0
334,tt2017020,2014-10-13,2014-10-13,DIDN'T WATCH. $347.5,Os Smurfs 2,The Smurfs 2,https://www.imdb.com/title/tt2017020/,Filme,5.3,105,2013,"Animação, Aventura, Comédia, Família, Fantasia",50329,2013-08-02,Raja Gosnell,347.5,3.3095238095238093,2013.0
335,tt0368891,2014-10-13,2014-10-13,WATCHED. $347.5,A Lenda do Tesouro Perdido,National Treasure,https://www.imdb.com/title/tt0368891/,Filme,6.9,131,2004,"Ação, Aventura, Mistério, Suspense",375542,2004-12-31,Jon Turteltaub,347.5,2.6526717557251906,2004.0
336,tt0266915,2014-10-13,2014-10-13,DIDN'T WATCH. $347.3,A Hora do Rush 2,Rush Hour 2,https://www.imdb.com/title/tt0266915/,Filme,6.7,90,2001,"Ação, Comédia, Policial, Suspense",259131,2001-10-05,Brett Ratner,347.3,3.858888888888889,2001.0
337,tt0343818,2014-10-13,2014-10-13,WATCHED. $347.2,"Eu, Robô","I, Robot",https://www.imdb.com/title/tt0343818/,Filme,7.1,115,2004,"Ação, Mistério, Ficção científica, Suspense",612518,2004-08-06,Alex Proyas,347.2,3.0191304347826087,2004.0
338,tt1985949,2016-06-18,2016-10-08,DIDN'T WATCH. $347.1,Angry Birds: O Filme,The Angry Birds Movie,https://www.imdb.com/title/tt1985949/,Filme,6.3,97,2016,"Animação, Ação, Aventura, Comédia, Família",116372,2016-05-12,"Clay Kaytis, Fergal Reilly",347.1,3.5783505154639177,2016.0
339,tt0114148,2014-10-13,2014-10-13,WATCHED. $346.1,Pocahontas,Pocahontas,https://www.imdb.com/title/tt0114148/,Filme,6.7,81,1995,"Animação, Aventura, Drama, Família, Musical, Romance",216687,1995-06-30,"Mike Gabriel, Eric Goldberg",346.1,4.27283950617284,1995.0
340,tt1293847,2017-02-23,2017-03-20,DIDN'T WATCH. $345.9,xXx: Reativado,xXx: Return of Xander Cage,https://www.imdb.com/title/tt1293847/,Filme,5.2,107,2017,"Ação, Aventura, Suspense",101532,2017-01-19,D.J. Caruso,345.9,3.2327102803738317,2017.0
341,tt0170016,2014-10-13,2014-10-13,WATCHED. $345.1,O Grinch,How the Grinch Stole Christmas,https://www.imdb.com/title/tt0170016/,Filme,6.4,104,2000,"Comédia, Família, Fantasia",332139,2000-12-08,Ron Howard,345.1,3.318269230769231,2000.0
342,tt1679335,2016-12-16,2017-04-03,WATCHED. $344.7,Trolls,Trolls,https://www.imdb.com/title/tt1679335/,Filme,6.4,92,2016,"Animação, Aventura, Comédia, Família, Fantasia, Musical",100014,2016-10-27,"Mike Mitchell, Walt Dohrn",344.7,3.7467391304347823,2016.0
343,tt2660888,2016-09-08,2017-03-20,WILL WATCH. $343.5,Star Trek: Sem Fronteiras,Star Trek Beyond,https://www.imdb.com/title/tt2660888/,Filme,7.0,122,2016,"Ação, Aventura, Ficção científica, Suspense",269340,2016-09-01,Justin Lin,343.5,2.8155737704918034,2016.0
344,tt1615918,2014-10-13,2014-10-13,WATCHED. $342.7,Alvin e os Esquilos 3,Alvin and the Chipmunks: Chipwrecked,https://www.imdb.com/title/tt1615918/,Filme,4.4,87,2011,"Animação, Aventura, Comédia, Família, Fantasia, Musical, Musical",44326,2012-01-06,Mike Mitchell,342.7,3.939080459770115,2012.0
345,tt0109813,2014-10-13,2014-10-13,WATCHED. $341.6,Os Flintstones: O Filme,The Flintstones,https://www.imdb.com/title/tt0109813/,Filme,5.1,91,1994,"Comédia, Família, Fantasia",91673,1994-06-25,Brian Levant,341.6,3.7538461538461543,1994.0
